id,name,link,coauthor_count,degrees
6701702352,Robbert G. van der Most,https://www.scopus.com/authid/detail.uri?authorId=6701702352,574,2
57063878900,Andrew J. Currie,https://www.scopus.com/authid/detail.uri?authorId=57063878900,242,2
35172567100,Amanda L. Cleaver,https://www.scopus.com/authid/detail.uri?authorId=35172567100,51,2
34881918500,Sathish Mehendran,https://www.scopus.com/authid/detail.uri?authorId=34881918500,12,2
13607963600,Irma Larma,https://www.scopus.com/authid/detail.uri?authorId=13607963600,95,2
23976706500,Amy C. Prosser,https://www.scopus.com/authid/detail.uri?authorId=23976706500,96,2
7202702094,Mark J. Smyth,https://www.scopus.com/authid/detail.uri?authorId=7202702094,1996,2
7005187501,Anthony A. Scalzo,https://www.scopus.com/authid/detail.uri?authorId=7005187501,217,2
54790550500,Mariapia A. Degli-Esposti,https://www.scopus.com/authid/detail.uri?authorId=54790550500,556,2
8775855300,Alison Maloney,https://www.scopus.com/authid/detail.uri?authorId=8775855300,150,2
15735639900,Paul A. Clarke,https://www.scopus.com/authid/detail.uri?authorId=15735639900,334,2
56619073400,Søren Naaby-Hansen,https://www.scopus.com/authid/detail.uri?authorId=56619073400,110,2
7402952709,Rob C. Stein,https://www.scopus.com/authid/detail.uri?authorId=7402952709,597,2
35074175600,Jens Oliver Koopman,https://www.scopus.com/authid/detail.uri?authorId=35074175600,34,2
6603450441,Akunna Akpan,https://www.scopus.com/authid/detail.uri?authorId=6603450441,36,2
7203072359,Alice Yang,https://www.scopus.com/authid/detail.uri?authorId=7203072359,55,2
57203616865,Markéta J.J.M. Zvelebil,https://www.scopus.com/authid/detail.uri?authorId=57203616865,531,2
7102501366,Rainer Cramer,https://www.scopus.com/authid/detail.uri?authorId=7102501366,377,2
6602279675,Lindsay Stimson,https://www.scopus.com/authid/detail.uri?authorId=6602279675,77,2
7004157223,Wynne Aherne,https://www.scopus.com/authid/detail.uri?authorId=7004157223,302,2
24072863400,Udai Banerji,https://www.scopus.com/authid/detail.uri?authorId=24072863400,721,2
34975076700,Ian Robert Judson,https://www.scopus.com/authid/detail.uri?authorId=34975076700,1470,2
7102934763,Swee Y. Sharp,https://www.scopus.com/authid/detail.uri?authorId=7102934763,268,2
15842089000,Marissa V. Powers,https://www.scopus.com/authid/detail.uri?authorId=15842089000,104,2
23033590800,De Billy E.,https://www.scopus.com/authid/detail.uri?authorId=23033590800,175,2
7101916738,Michael I. Walton,https://www.scopus.com/authid/detail.uri?authorId=7101916738,256,2
35475505400,Alma L.Burlingame Burlingame.,https://www.scopus.com/authid/detail.uri?authorId=35475505400,2223,2
7102463328,Michael D. Waterfield,https://www.scopus.com/authid/detail.uri?authorId=7102463328,685,2
7102917811,Paul Workman,https://www.scopus.com/authid/detail.uri?authorId=7102917811,1585,2
57208532385,Åsa Kristina Õjlert,https://www.scopus.com/authid/detail.uri?authorId=57208532385,18,2
36706347400,Daniel Nebdal,https://www.scopus.com/authid/detail.uri?authorId=36706347400,96,2
56610287000,Igor Snapkov,https://www.scopus.com/authid/detail.uri?authorId=56610287000,99,2
57240891300,Vibeke Olsen,https://www.scopus.com/authid/detail.uri?authorId=57240891300,7,2
54997529900,Victor Greiff,https://www.scopus.com/authid/detail.uri?authorId=54997529900,1962,2
7003281104,Åslaug Helland,https://www.scopus.com/authid/detail.uri?authorId=7003281104,1393,2
57211243513,Samuel A. Neeve,https://www.scopus.com/authid/detail.uri?authorId=57211243513,14,2
57197409273,Matthew D. Brown,https://www.scopus.com/authid/detail.uri?authorId=57197409273,23,2
7201386154,Christobel Saunders,https://www.scopus.com/authid/detail.uri?authorId=7201386154,2080,2
57218302851,Shamin Li,https://www.scopus.com/authid/detail.uri?authorId=57218302851,62,2
53867135000,Yannick Simoni,https://www.scopus.com/authid/detail.uri?authorId=53867135000,310,2
57222500124,Summer Zhuang,https://www.scopus.com/authid/detail.uri?authorId=57222500124,30,2
57213150497,Austin M. Gabel,https://www.scopus.com/authid/detail.uri?authorId=57213150497,80,2
57226278582,Laura Islas,https://www.scopus.com/authid/detail.uri?authorId=57226278582,12,2
57226270153,Anthony Cessna,https://www.scopus.com/authid/detail.uri?authorId=57226270153,12,2
57208847847,Robert K. Bradley,https://www.scopus.com/authid/detail.uri?authorId=57208847847,1226,2
57203069221,Evan William Newell,https://www.scopus.com/authid/detail.uri?authorId=57203069221,1065,2
57212540293,Eric Alves,https://www.scopus.com/authid/detail.uri?authorId=57212540293,46,2
